year,st,stateno,state,state_fips,state_icpsr,immig_laws_restrict,immig_laws_accom,immig_laws_neut,immig_laws_total,inctax,tels,edufree,elecfree,gunfree,healthfree,labfree,landfree,marrfree,absvot,earlvot,elecdayreg,mailreg,motorvoter,pubcamfun,indlimit,candlim,corporlimits,ig_ed,ig_ag,ig_bk,ig_in,ig_mf,ig_cons,ig_legal,ig_sb,ig_health,ig_cir,ig_hotel,ig_env,ig_rel,ig_welf,ig_resou,ig_gg,ig_women,ig_util,ig_tax,ig_comm,ig_tran,ig_igr,ig_polf,ig_sport,ig_sofb,ig_mil,ig_unk,universal_health_care,medicaid_stateadoption,equalpay,pubbrefeed,genderrights_gender_equal_pay,genderrights_era_ratification,genderrights_state_eras,genderrights_gender_discrimination,genderrights_gender_discrimination_laws_post1964,foca,aborparc,aborparn,pgestlim,ssame,sstmrrge,fhpriv,fhpub,fhurb,environ,environmental_covenants_act,transboundary_pollution_reciproc,ewaste,environment_state_nepas,w_environment_endangered_species,w_environment_solar_taxcredit,fsmlp,fswp,fwtldrps,fesasap,guncontrol_opencarry,w_guncontrol_registration_requir,fairemp,fairtrade,miglab,minwage,z_labor_unemployment_compensatio,urbrenen,frent,bus_ig,nonprofit_ig,citizen_ig,association_ig,gov_ig,COVIDCOVI,gayempnondisc
1982,SD,41,South Dakota,46,37,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,0,0,NA,1,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,1,2,2,NA,NA,NA,NA,0,1,0,1,0,1,272.046,1,NA,NA,NA,NA,NA,NA,NA,NA
1983,SD,41,South Dakota,46,37,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,0,0,NA,1,0,0,0,NA,NA,NA,0,0,0,0,NA,0,NA,1,2,2,NA,NA,NA,NA,0,1,0,1,0,1,264.92,1,NA,NA,NA,NA,NA,NA,NA,NA
1984,SD,41,South Dakota,46,37,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0,0,NA,1,0,0,0,NA,NA,NA,0,0,0,0,NA,0,NA,1,2,2,NA,NA,NA,NA,0,1,0,1,0,1,255.335,1,NA,NA,NA,NA,NA,NA,NA,NA
1985,SD,41,South Dakota,46,37,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0,0,NA,1,0,0,0,NA,NA,NA,0,0,0,0,NA,0,NA,1,2,2,NA,NA,NA,NA,1,0,0,1,0,1,248.229,1,NA,NA,NA,NA,NA,NA,NA,NA
1986,SD,41,South Dakota,46,37,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0,0,NA,1,0,0,0,NA,NA,NA,0,0,0,0,NA,0,NA,1,2,2,NA,NA,NA,NA,1,0,0,1,0,1,243.942,1,NA,NA,NA,NA,NA,NA,NA,NA
1987,SD,41,South Dakota,46,37,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0,0,NA,1,0,0,0,NA,NA,NA,0,0,0,0,NA,0,NA,1,2,2,NA,NA,NA,NA,1,0,0,1,0,1,256.227,1,NA,NA,NA,NA,NA,NA,NA,NA
1988,SD,41,South Dakota,46,37,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,0,NA,0,0,NA,1,0,0,0,NA,NA,NA,0,0,0,0,NA,0,NA,1,2,2,NA,NA,NA,NA,1,0,0,1,0,1,247.487,1,NA,NA,NA,NA,NA,NA,NA,NA
1989,SD,41,South Dakota,46,37,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,0,NA,0,0,NA,1,0,0,0,NA,NA,NA,0,0,0,0,NA,0,NA,1,2,2,NA,NA,NA,NA,1,0,0,1,0,1,236.919,1,NA,NA,NA,NA,NA,NA,NA,NA
1990,SD,41,South Dakota,46,37,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,NA,NA,NA,23,14,15,17,29,11,4,26,30,0,8,14,4,18,9,4,7,19,2,8,10,16,4,11,8,4,10,0,NA,1,0,NA,0,0,NA,1,0,0,0,NA,NA,NA,0,0,0,0,NA,0,NA,1,2,2,NA,NA,NA,NA,1,0,0,1,0,1,225.95,1,NA,NA,NA,NA,NA,NA,NA,NA
1991,SD,41,South Dakota,46,37,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,0,NA,0,0,NA,1,0,0,0,NA,NA,NA,0,0,0,0,NA,0,NA,1,2,2,NA,NA,NA,NA,1,0,0,1,0,1,239.663,1,NA,NA,NA,NA,NA,NA,NA,NA
1992,SD,41,South Dakota,46,37,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,0,NA,0,0,NA,1,0,0,0,NA,NA,NA,0,0,0,0,NA,0,NA,1,2,2,NA,NA,NA,NA,1,0,0,1,0,1,232.709,1,NA,NA,NA,NA,NA,NA,NA,NA
1993,SD,41,South Dakota,46,37,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,0,NA,0,0,NA,1,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,1,2,2,NA,NA,NA,NA,1,0,0,1,0,1,247.261,1,NA,NA,NA,NA,NA,NA,NA,NA
1994,SD,41,South Dakota,46,37,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,0,NA,0,0,NA,1,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,1,2,2,NA,NA,NA,NA,1,0,0,1,0,1,249.162,1,NA,NA,NA,NA,NA,NA,NA,NA
1995,SD,41,South Dakota,46,37,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0,0,NA,1,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,1,2,2,NA,NA,NA,NA,1,0,0,1,0,1,251.156,1,NA,NA,NA,NA,NA,NA,NA,0
1996,SD,41,South Dakota,46,37,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,1,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0,0,NA,1,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,1,2,2,NA,NA,NA,NA,1,0,0,1,0,1,252.186,1,NA,NA,NA,NA,NA,NA,NA,0
1997,SD,41,South Dakota,46,37,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,1,0,NA,NA,NA,23,16,12,20,24,6,4,20,35,3,8,14,1,12,11,2,5,15,NA,16,10,11,5,16,16,3,2,NA,NA,1,0,NA,0,0,NA,1,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,1,2,2,NA,NA,NA,NA,1,0,0,1,0,1,255.469,1,NA,NA,NA,NA,NA,NA,NA,0
1998,SD,41,South Dakota,46,37,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,1,0,0,0,0,21,16,11,19,31,10,5,20,41,4,8,12,2,12,11,5,5,20,1,23,7,10,3,15,15,2,2,NA,NA,1,0,NA,0,0,NA,1,0,0,1,NA,NA,NA,0,0,0,0,NA,NA,NA,1,2,2,NA,NA,NA,NA,1,0,0,1,0,1,262.561,1,NA,NA,NA,NA,NA,NA,NA,0
1999,SD,41,South Dakota,46,37,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,1,0,NA,NA,NA,19,16,9,15,33,9,4,23,37,2,8,13,2,12,9,5,5,18,NA,19,8,10,3,15,11,3,3,NA,NA,1,0,NA,0,0,NA,1,0,0,1,NA,NA,NA,0,0,0,0,NA,NA,NA,1,2,2,NA,NA,NA,NA,1,0,0,1,0,1,270.599,1,NA,NA,NA,NA,NA,NA,NA,0
2000,SD,41,South Dakota,46,37,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0,0,NA,1,0,0,1,1,0,0,0,0,0,0,NA,NA,NA,1,2,2,NA,NA,0,NA,1,0,0,1,0,1,261.375,1,0,NA,NA,NA,NA,NA,NA,0
2001,SD,41,South Dakota,46,37,NA,NA,NA,NA,0,0,-0.002228932,-1.69115e-5,0.72989899,0.026587476,0.029854582,0.043970921,-0.009303876,0,0,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0,0,NA,1,0,0,1,NA,NA,NA,0,0,0,0,NA,NA,NA,1,2,2,NA,NA,NA,NA,1,0,0,1,0,1,277.981,1,0,NA,NA,NA,NA,NA,NA,0
2002,SD,41,South Dakota,46,37,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,1,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,0,NA,1,0,0,1,NA,NA,NA,0,0,0,0,NA,NA,NA,1,2,2,1,NA,0,NA,1,0,0,1,0,1,281.715,1,0,NA,NA,NA,NA,NA,NA,0
2003,SD,41,South Dakota,46,37,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,0,NA,1,0,0,1,NA,NA,NA,0,0,0,0,NA,NA,0,1,2,2,NA,NA,NA,NA,1,0,0,1,0,1,282.401,1,0,NA,NA,NA,NA,NA,NA,0
2004,SD,41,South Dakota,46,37,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,NA,1,1,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,0,NA,1,0,0,1,NA,NA,NA,0,0,0,0,0,NA,0,1,2,2,NA,NA,NA,NA,1,0,0,1,0,1,283.596,1,0,NA,NA,NA,NA,NA,NA,0
2005,SD,41,South Dakota,46,37,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,0,NA,1,0,0,1,NA,NA,NA,0,0,0,0,1,NA,0,1,2,2,NA,NA,NA,NA,1,0,0,1,0,1,285.267,1,0,NA,NA,NA,NA,NA,NA,0
2006,SD,41,South Dakota,46,37,2,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,NA,1,1,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,0,NA,1,0,0,1,1,-1,0,0,0,0,0,1,NA,0,1,2,2,1,1,0,2,1,0,0,1,0,1,287.292,1,0,124,16,55,138,17,NA,0
2007,SD,41,South Dakota,46,37,0,1,0,1,0,0,-0.002228932,-1.9766e-5,0.730028172,0.027862956,0.027423646,0.046861984,-0.009303876,1,0,NA,1,1,0,NA,NA,NA,11,14,17,14,21,9,5,17,35,1,6,5,6,6,7,6,3,24,1,13,6,24,3,11,11,2,1,NA,NA,1,1,NA,0,0,NA,1,NA,0,1,NA,NA,NA,0,0,0,0,1,NA,0,1,2,2,NA,NA,NA,NA,1,0,0,1,0,1,290.179,1,0,123,18,50,152,26,NA,0
2008,SD,41,South Dakota,46,37,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,NA,1,1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,0,NA,1,NA,0,1,1,-1,0,0,0,0,0,1,NA,0,1,2,2,1,1,0,2,1,0,0,1,0,1,292.307,1,0,142,17,54,164,33,NA,0
2009,SD,41,South Dakota,46,37,1,0,0,1,0,0,-0.007412573,-1.73935e-5,0.730291873,0.024995831,0.030206345,0.046861984,-0.009303876,1,0,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,0,NA,1,NA,0,1,NA,NA,NA,0,0,0,0,1,NA,0,1,2,2,1,NA,NA,NA,1,0,0,1,0,1,304.314,1,0,126,25,59,147,30,NA,0
2010,SD,41,South Dakota,46,37,1,0,2,3,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,NA,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,0,NA,1,NA,0,1,1,-1,0,0,0,0,0,1,NA,0,1,2,2,NA,1,0,2,1,0,0,1,0,1,304.369,1,0,120,16,61,162,35,NA,0
2011,SD,41,South Dakota,46,37,1,0,0,1,NA,NA,-0.010228794,-1.83682e-5,0.726819948,0.029950767,0.030206345,0.046861984,-0.009303876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,1,2,2,NA,NA,NA,NA,1,0,NA,NA,NA,NA,303.384,NA,0,145,24,60,180,33,NA,0
2012,SD,41,South Dakota,46,37,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,NA,NA,NA,1,-1,0,NA,NA,NA,NA,1,NA,NA,1,2,2,NA,NA,0,2,1,0,NA,NA,NA,NA,306.344,NA,0,125,19,62,174,63,NA,0
2013,SD,41,South Dakota,46,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,2,2,NA,NA,NA,NA,1,0,NA,NA,NA,NA,311.16,NA,0,122,16,54,169,57,NA,0
2014,SD,41,South Dakota,46,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,NA,NA,NA,1,-1,0,NA,NA,NA,NA,1,NA,NA,1,2,2,NA,NA,0,2,1,0,NA,NA,NA,NA,311.248,NA,0,117,17,58,169,43,NA,0
2015,SD,41,South Dakota,46,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,115,14,65,165,21,NA,0
2016,SD,41,South Dakota,46,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,100,15,54,162,50,NA,NA
2017,SD,41,South Dakota,46,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,12,51,165,35,NA,NA
2018,SD,41,South Dakota,46,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,SD,41,South Dakota,46,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,SD,41,South Dakota,46,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8723477,NA
1900,TN,42,Tennessee,47,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1901,TN,42,Tennessee,47,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1902,TN,42,Tennessee,47,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1903,TN,42,Tennessee,47,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1904,TN,42,Tennessee,47,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1905,TN,42,Tennessee,47,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1906,TN,42,Tennessee,47,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1907,TN,42,Tennessee,47,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1908,TN,42,Tennessee,47,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
